pm10,date (Europe/London)
4,2025-12-04 17:59:31.220000+00:00
4,2025-12-04 17:59:29.310000+00:00
4,2025-12-04 17:59:27.251000+00:00
4,2025-12-04 17:59:25.232000+00:00
4,2025-12-04 17:59:23.218000+00:00
4,2025-12-04 17:59:21.218000+00:00
4,2025-12-04 17:59:19.276000+00:00
4,2025-12-04 17:59:17.245000+00:00
4,2025-12-04 17:59:15.286000+00:00
4,2025-12-04 17:59:13.219000+00:00
4,2025-12-04 17:59:11.299000+00:00
3,2025-12-04 17:59:09.227000+00:00
3,2025-12-04 17:59:07.286000+00:00
3,2025-12-04 17:59:05.234000+00:00
3,2025-12-04 17:59:03.233000+00:00
3,2025-12-04 17:59:01.314000+00:00
3,2025-12-04 17:58:59.244000+00:00
3,2025-12-04 17:58:57.283000+00:00
4,2025-12-04 17:58:55.265000+00:00
4,2025-12-04 17:58:53.368000+00:00
4,2025-12-04 17:58:51.249000+00:00
4,2025-12-04 17:58:49.236000+00:00
4,2025-12-04 17:58:47.223000+00:00
4,2025-12-04 17:58:45.230000+00:00
4,2025-12-04 17:58:43.292000+00:00
2,2025-12-04 17:58:41.319000+00:00
2,2025-12-04 17:58:39.218000+00:00
2,2025-12-04 17:58:37.238000+00:00
2,2025-12-04 17:58:35.242000+00:00
2,2025-12-04 17:58:33.249000+00:00
2,2025-12-04 17:58:31.221000+00:00
2,2025-12-04 17:58:29.224000+00:00
3,2025-12-04 17:58:27.323000+00:00
3,2025-12-04 17:58:25.246000+00:00
3,2025-12-04 17:58:23.229000+00:00
3,2025-12-04 17:58:21.220000+00:00
3,2025-12-04 17:58:19.220000+00:00
3,2025-12-04 17:58:17.222000+00:00
3,2025-12-04 17:58:15.303000+00:00
3,2025-12-04 17:58:13.248000+00:00
3,2025-12-04 17:58:11.252000+00:00
3,2025-12-04 17:58:09.309000+00:00
3,2025-12-04 17:58:07.229000+00:00
3,2025-12-04 17:58:05.218000+00:00
3,2025-12-04 17:58:03.218000+00:00
3,2025-12-04 17:58:01.260000+00:00
2,2025-12-04 17:57:59.218000+00:00
2,2025-12-04 17:57:57.255000+00:00
2,2025-12-04 17:57:55.272000+00:00
2,2025-12-04 17:57:53.261000+00:00
2,2025-12-04 17:57:51.235000+00:00
2,2025-12-04 17:57:49.228000+00:00
2,2025-12-04 17:57:47.274000+00:00
3,2025-12-04 17:57:45.219000+00:00
3,2025-12-04 17:57:43.235000+00:00
3,2025-12-04 17:57:41.307000+00:00
3,2025-12-04 17:57:39.223000+00:00
3,2025-12-04 17:57:37.218000+00:00
3,2025-12-04 17:57:35.264000+00:00
3,2025-12-04 17:57:33.320000+00:00
4,2025-12-04 17:57:31.228000+00:00
4,2025-12-04 17:57:29.242000+00:00
4,2025-12-04 17:57:27.279000+00:00
4,2025-12-04 17:57:25.255000+00:00
4,2025-12-04 17:57:23.232000+00:00
4,2025-12-04 17:57:21.218000+00:00
4,2025-12-04 17:57:19.278000+00:00
3,2025-12-04 17:57:17.219000+00:00
3,2025-12-04 17:57:15.302000+00:00
3,2025-12-04 17:57:13.235000+00:00
3,2025-12-04 17:57:11.254000+00:00
3,2025-12-04 17:57:09.261000+00:00
3,2025-12-04 17:57:07.273000+00:00
3,2025-12-04 17:57:05.274000+00:00
2,2025-12-04 17:57:03.375000+00:00
2,2025-12-04 17:57:01.220000+00:00
2,2025-12-04 17:56:59.318000+00:00
2,2025-12-04 17:56:57.262000+00:00
2,2025-12-04 17:56:55.288000+00:00
2,2025-12-04 17:56:53.238000+00:00
2,2025-12-04 17:56:51.229000+00:00
2,2025-12-04 17:56:49.221000+00:00
2,2025-12-04 17:56:47.221000+00:00
2,2025-12-04 17:56:45.276000+00:00
2,2025-12-04 17:56:43.228000+00:00
2,2025-12-04 17:56:41.326000+00:00
2,2025-12-04 17:56:39.236000+00:00
2,2025-12-04 17:56:37.223000+00:00
3,2025-12-04 17:56:35.237000+00:00
3,2025-12-04 17:56:33.231000+00:00
3,2025-12-04 17:56:31.234000+00:00
3,2025-12-04 17:56:29.270000+00:00
3,2025-12-04 17:56:27.274000+00:00
3,2025-12-04 17:56:25.240000+00:00
3,2025-12-04 17:56:23.241000+00:00
3,2025-12-04 17:56:21.288000+00:00
3,2025-12-04 17:56:19.228000+00:00
3,2025-12-04 17:56:17.238000+00:00
3,2025-12-04 17:56:15.331000+00:00
3,2025-12-04 17:56:13.222000+00:00
3,2025-12-04 17:56:11.237000+00:00
3,2025-12-04 17:56:09.235000+00:00
3,2025-12-04 17:56:07.296000+00:00
3,2025-12-04 17:56:05.270000+00:00
3,2025-12-04 17:56:03.269000+00:00
3,2025-12-04 17:56:01.299000+00:00
3,2025-12-04 17:55:59.224000+00:00
3,2025-12-04 17:55:57.253000+00:00
3,2025-12-04 17:55:55.225000+00:00
4,2025-12-04 17:55:53.264000+00:00
4,2025-12-04 17:55:51.226000+00:00
4,2025-12-04 17:55:49.246000+00:00
4,2025-12-04 17:55:47.229000+00:00
4,2025-12-04 17:55:45.252000+00:00
4,2025-12-04 17:55:43.243000+00:00
4,2025-12-04 17:55:41.231000+00:00
5,2025-12-04 17:55:39.272000+00:00
5,2025-12-04 17:55:37.276000+00:00
5,2025-12-04 17:55:35.284000+00:00
5,2025-12-04 17:55:33.272000+00:00
5,2025-12-04 17:55:31.227000+00:00
5,2025-12-04 17:55:29.287000+00:00
5,2025-12-04 17:55:27.228000+00:00
3,2025-12-04 17:55:25.225000+00:00
3,2025-12-04 17:55:23.225000+00:00
3,2025-12-04 17:55:21.289000+00:00
3,2025-12-04 17:55:19.310000+00:00
3,2025-12-04 17:55:17.241000+00:00
3,2025-12-04 17:55:15.237000+00:00
3,2025-12-04 17:55:13.335000+00:00
2,2025-12-04 17:55:11.289000+00:00
2,2025-12-04 17:55:09.237000+00:00
2,2025-12-04 17:55:07.258000+00:00
2,2025-12-04 17:55:05.258000+00:00
2,2025-12-04 17:55:03.277000+00:00
2,2025-12-04 17:55:01.223000+00:00
2,2025-12-04 17:54:59.344000+00:00
3,2025-12-04 17:54:57.295000+00:00
3,2025-12-04 17:54:55.221000+00:00
3,2025-12-04 17:54:53.252000+00:00
3,2025-12-04 17:54:51.288000+00:00
3,2025-12-04 17:54:49.261000+00:00
3,2025-12-04 17:54:47.222000+00:00
3,2025-12-04 17:54:45.225000+00:00
4,2025-12-04 17:54:43.344000+00:00
4,2025-12-04 17:54:41.308000+00:00
4,2025-12-04 17:54:39.224000+00:00
4,2025-12-04 17:54:37.233000+00:00
4,2025-12-04 17:54:35.232000+00:00
4,2025-12-04 17:54:33.229000+00:00
4,2025-12-04 17:54:31.293000+00:00
3,2025-12-04 17:54:29.253000+00:00
3,2025-12-04 17:54:27.236000+00:00
3,2025-12-04 17:54:25.227000+00:00
3,2025-12-04 17:54:23.276000+00:00
3,2025-12-04 17:54:21.361000+00:00
3,2025-12-04 17:54:19.225000+00:00
3,2025-12-04 17:54:17.251000+00:00
3,2025-12-04 17:54:15.411000+00:00
3,2025-12-04 17:54:13.225000+00:00
3,2025-12-04 17:54:11.227000+00:00
3,2025-12-04 17:54:09.282000+00:00
3,2025-12-04 17:54:07.248000+00:00
3,2025-12-04 17:54:05.225000+00:00
3,2025-12-04 17:54:03.301000+00:00
3,2025-12-04 17:54:01.241000+00:00
2,2025-12-04 17:53:59.225000+00:00
2,2025-12-04 17:53:57.224000+00:00
2,2025-12-04 17:53:55.232000+00:00
2,2025-12-04 17:53:53.238000+00:00
2,2025-12-04 17:53:51.297000+00:00
2,2025-12-04 17:53:49.328000+00:00
2,2025-12-04 17:53:47.223000+00:00
4,2025-12-04 17:53:45.236000+00:00
4,2025-12-04 17:53:43.275000+00:00
4,2025-12-04 17:53:41.228000+00:00
4,2025-12-04 17:53:39.236000+00:00
4,2025-12-04 17:53:37.231000+00:00
4,2025-12-04 17:53:35.227000+00:00
4,2025-12-04 17:53:33.226000+00:00
4,2025-12-04 17:53:31.404000+00:00
4,2025-12-04 17:53:29.300000+00:00
4,2025-12-04 17:53:27.223000+00:00
4,2025-12-04 17:53:25.231000+00:00
4,2025-12-04 17:53:23.234000+00:00
4,2025-12-04 17:53:21.323000+00:00
4,2025-12-04 17:53:19.303000+00:00
4,2025-12-04 17:53:17.327000+00:00
4,2025-12-04 17:53:15.231000+00:00
4,2025-12-04 17:53:13.319000+00:00
4,2025-12-04 17:53:11.295000+00:00
4,2025-12-04 17:53:09.506000+00:00
4,2025-12-04 17:53:07.226000+00:00
4,2025-12-04 17:53:05.349000+00:00
4,2025-12-04 17:53:03.245000+00:00
4,2025-12-04 17:53:01.274000+00:00
4,2025-12-04 17:52:59.227000+00:00
4,2025-12-04 17:52:57.342000+00:00
4,2025-12-04 17:52:55.236000+00:00
4,2025-12-04 17:52:53.232000+00:00
4,2025-12-04 17:52:51.320000+00:00
4,2025-12-04 17:52:49.252000+00:00
4,2025-12-04 17:52:47.249000+00:00
4,2025-12-04 17:52:45.307000+00:00
4,2025-12-04 17:52:43.303000+00:00
4,2025-12-04 17:52:41.240000+00:00
4,2025-12-04 17:52:39.227000+00:00
4,2025-12-04 17:52:37.233000+00:00
4,2025-12-04 17:52:35.227000+00:00
4,2025-12-04 17:52:33.327000+00:00
4,2025-12-04 17:52:31.229000+00:00
4,2025-12-04 17:52:29.302000+00:00
4,2025-12-04 17:52:27.235000+00:00
4,2025-12-04 17:52:25.259000+00:00
4,2025-12-04 17:52:23.376000+00:00
4,2025-12-04 17:52:21.239000+00:00
4,2025-12-04 17:52:19.338000+00:00
4,2025-12-04 17:52:17.229000+00:00
4,2025-12-04 17:52:15.258000+00:00
4,2025-12-04 17:52:13.232000+00:00
4,2025-12-04 17:52:11.284000+00:00
4,2025-12-04 17:52:09.233000+00:00
4,2025-12-04 17:52:07.251000+00:00
4,2025-12-04 17:52:05.228000+00:00
4,2025-12-04 17:52:03.298000+00:00
4,2025-12-04 17:52:01.257000+00:00
4,2025-12-04 17:51:59.227000+00:00
4,2025-12-04 17:51:57.237000+00:00
4,2025-12-04 17:51:55.227000+00:00
4,2025-12-04 17:51:53.238000+00:00
4,2025-12-04 17:51:51.297000+00:00
4,2025-12-04 17:51:49.228000+00:00
4,2025-12-04 17:51:47.251000+00:00
4,2025-12-04 17:51:45.258000+00:00
4,2025-12-04 17:51:43.279000+00:00
4,2025-12-04 17:51:41.256000+00:00
4,2025-12-04 17:51:39.228000+00:00
4,2025-12-04 17:51:37.275000+00:00
4,2025-12-04 17:51:35.235000+00:00
4,2025-12-04 17:51:33.301000+00:00
4,2025-12-04 17:51:31.247000+00:00
4,2025-12-04 17:51:29.231000+00:00
4,2025-12-04 17:51:27.293000+00:00
4,2025-12-04 17:51:25.231000+00:00
4,2025-12-04 17:51:23.231000+00:00
4,2025-12-04 17:51:21.351000+00:00
3,2025-12-04 17:51:19.250000+00:00
3,2025-12-04 17:51:17.277000+00:00
3,2025-12-04 17:51:15.250000+00:00
3,2025-12-04 17:51:13.299000+00:00
3,2025-12-04 17:51:11.254000+00:00
3,2025-12-04 17:51:09.298000+00:00
3,2025-12-04 17:51:07.254000+00:00
3,2025-12-04 17:51:05.234000+00:00
3,2025-12-04 17:51:03.280000+00:00
3,2025-12-04 17:51:01.408000+00:00
3,2025-12-04 17:50:59.311000+00:00
3,2025-12-04 17:50:57.272000+00:00
3,2025-12-04 17:50:55.277000+00:00
3,2025-12-04 17:50:53.241000+00:00
3,2025-12-04 17:50:51.291000+00:00
3,2025-12-04 17:50:49.274000+00:00
3,2025-12-04 17:50:47.237000+00:00
3,2025-12-04 17:50:45.271000+00:00
3,2025-12-04 17:50:43.233000+00:00
3,2025-12-04 17:50:41.253000+00:00
3,2025-12-04 17:50:39.235000+00:00
3,2025-12-04 17:50:37.290000+00:00
3,2025-12-04 17:50:35.243000+00:00
3,2025-12-04 17:50:33.402000+00:00
3,2025-12-04 17:50:31.331000+00:00
3,2025-12-04 17:50:29.231000+00:00
3,2025-12-04 17:50:27.250000+00:00
3,2025-12-04 17:50:25.416000+00:00
3,2025-12-04 17:50:23.291000+00:00
3,2025-12-04 17:50:21.232000+00:00
3,2025-12-04 17:50:19.239000+00:00
3,2025-12-04 17:50:17.238000+00:00
3,2025-12-04 17:50:15.254000+00:00
3,2025-12-04 17:50:13.236000+00:00
3,2025-12-04 17:50:11.257000+00:00
3,2025-12-04 17:50:09.232000+00:00
3,2025-12-04 17:50:07.270000+00:00
3,2025-12-04 17:50:05.249000+00:00
3,2025-12-04 17:50:03.273000+00:00
3,2025-12-04 17:50:01.275000+00:00
3,2025-12-04 17:49:59.235000+00:00
3,2025-12-04 17:49:57.242000+00:00
3,2025-12-04 17:49:55.265000+00:00
3,2025-12-04 17:49:53.272000+00:00
3,2025-12-04 17:49:51.272000+00:00
3,2025-12-04 17:49:49.235000+00:00
3,2025-12-04 17:49:47.276000+00:00
3,2025-12-04 17:49:45.295000+00:00
3,2025-12-04 17:49:43.295000+00:00
3,2025-12-04 17:49:41.291000+00:00
3,2025-12-04 17:49:39.272000+00:00
3,2025-12-04 17:49:37.275000+00:00
3,2025-12-04 17:49:35.237000+00:00
3,2025-12-04 17:49:33.306000+00:00
3,2025-12-04 17:49:31.231000+00:00
3,2025-12-04 17:49:29.309000+00:00
3,2025-12-04 17:49:27.242000+00:00
3,2025-12-04 17:49:25.307000+00:00
3,2025-12-04 17:49:23.272000+00:00
3,2025-12-04 17:49:21.272000+00:00
3,2025-12-04 17:49:19.233000+00:00
3,2025-12-04 17:49:17.271000+00:00
3,2025-12-04 17:49:15.335000+00:00
3,2025-12-04 17:49:13.255000+00:00
3,2025-12-04 17:49:11.301000+00:00
3,2025-12-04 17:49:09.270000+00:00
3,2025-12-04 17:49:07.295000+00:00
3,2025-12-04 17:49:05.287000+00:00
3,2025-12-04 17:49:03.269000+00:00
3,2025-12-04 17:49:01.264000+00:00
3,2025-12-04 17:48:59.233000+00:00
3,2025-12-04 17:48:57.234000+00:00
3,2025-12-04 17:48:55.277000+00:00
3,2025-12-04 17:48:53.266000+00:00
3,2025-12-04 17:48:51.320000+00:00
3,2025-12-04 17:48:49.325000+00:00
3,2025-12-04 17:48:47.289000+00:00
3,2025-12-04 17:48:45.313000+00:00
3,2025-12-04 17:48:43.278000+00:00
3,2025-12-04 17:48:41.257000+00:00
3,2025-12-04 17:48:39.293000+00:00
3,2025-12-04 17:48:37.246000+00:00
3,2025-12-04 17:48:35.275000+00:00
3,2025-12-04 17:48:33.238000+00:00
3,2025-12-04 17:48:31.278000+00:00
3,2025-12-04 17:48:29.234000+00:00
3,2025-12-04 17:48:27.272000+00:00
3,2025-12-04 17:48:25.341000+00:00
3,2025-12-04 17:48:23.322000+00:00
3,2025-12-04 17:48:21.275000+00:00
3,2025-12-04 17:48:19.238000+00:00
3,2025-12-04 17:48:17.247000+00:00
3,2025-12-04 17:48:15.233000+00:00
3,2025-12-04 17:48:13.311000+00:00
3,2025-12-04 17:48:11.376000+00:00
3,2025-12-04 17:48:09.240000+00:00
3,2025-12-04 17:48:07.306000+00:00
3,2025-12-04 17:48:05.236000+00:00
3,2025-12-04 17:48:03.320000+00:00
3,2025-12-04 17:48:01.258000+00:00
3,2025-12-04 17:47:59.290000+00:00
3,2025-12-04 17:47:57.300000+00:00
3,2025-12-04 17:47:55.236000+00:00
3,2025-12-04 17:47:53.273000+00:00
3,2025-12-04 17:47:51.290000+00:00
3,2025-12-04 17:47:49.274000+00:00
3,2025-12-04 17:47:47.250000+00:00
3,2025-12-04 17:47:45.309000+00:00
3,2025-12-04 17:47:43.527000+00:00
3,2025-12-04 17:47:41.284000+00:00
3,2025-12-04 17:47:39.429000+00:00
3,2025-12-04 17:47:37.331000+00:00
3,2025-12-04 17:47:35.238000+00:00
3,2025-12-04 17:47:33.261000+00:00
3,2025-12-04 17:47:31.281000+00:00
3,2025-12-04 17:47:29.238000+00:00
3,2025-12-04 17:47:27.270000+00:00
3,2025-12-04 17:47:25.274000+00:00
3,2025-12-04 17:47:23.272000+00:00
3,2025-12-04 17:47:21.252000+00:00
3,2025-12-04 17:47:19.316000+00:00
3,2025-12-04 17:47:17.233000+00:00
3,2025-12-04 17:47:15.245000+00:00
3,2025-12-04 17:47:13.236000+00:00
3,2025-12-04 17:47:11.320000+00:00
3,2025-12-04 17:47:09.240000+00:00
3,2025-12-04 17:47:07.287000+00:00
3,2025-12-04 17:47:05.277000+00:00
3,2025-12-04 17:47:03.285000+00:00
3,2025-12-04 17:47:01.266000+00:00
3,2025-12-04 17:46:59.238000+00:00
3,2025-12-04 17:46:57.341000+00:00
3,2025-12-04 17:46:55.298000+00:00
3,2025-12-04 17:46:53.276000+00:00
3,2025-12-04 17:46:51.277000+00:00
3,2025-12-04 17:46:49.263000+00:00
3,2025-12-04 17:46:47.238000+00:00
3,2025-12-04 17:46:45.262000+00:00
3,2025-12-04 17:46:43.291000+00:00
3,2025-12-04 17:46:41.312000+00:00
3,2025-12-04 17:46:39.273000+00:00
6,2025-12-04 17:46:37.274000+00:00
6,2025-12-04 17:46:35.333000+00:00
6,2025-12-04 17:46:33.298000+00:00
6,2025-12-04 17:46:31.239000+00:00
6,2025-12-04 17:46:29.243000+00:00
6,2025-12-04 17:46:27.271000+00:00
5,2025-12-04 17:46:25.290000+00:00
5,2025-12-04 17:46:23.310000+00:00
5,2025-12-04 17:46:21.303000+00:00
5,2025-12-04 17:46:19.257000+00:00
5,2025-12-04 17:46:17.311000+00:00
5,2025-12-04 17:46:15.273000+00:00
5,2025-12-04 17:46:13.253000+00:00
6,2025-12-04 17:46:11.244000+00:00
6,2025-12-04 17:46:09.237000+00:00
4,2025-12-04 17:46:07.245000+00:00
4,2025-12-04 17:46:05.272000+00:00
4,2025-12-04 17:46:03.277000+00:00
4,2025-12-04 17:46:01.291000+00:00
4,2025-12-04 17:45:59.338000+00:00
4,2025-12-04 17:45:57.255000+00:00
4,2025-12-04 17:45:55.270000+00:00
4,2025-12-04 17:45:53.332000+00:00
4,2025-12-04 17:45:51.250000+00:00
4,2025-12-04 17:45:49.290000+00:00
4,2025-12-04 17:45:47.240000+00:00
4,2025-12-04 17:45:45.273000+00:00
4,2025-12-04 17:45:43.286000+00:00
3,2025-12-04 17:45:41.295000+00:00
3,2025-12-04 17:45:39.295000+00:00
3,2025-12-04 17:45:37.300000+00:00
3,2025-12-04 17:45:35.269000+00:00
3,2025-12-04 17:45:33.291000+00:00
3,2025-12-04 17:45:31.330000+00:00
3,2025-12-04 17:45:29.303000+00:00
4,2025-12-04 17:45:27.259000+00:00
4,2025-12-04 17:45:25.250000+00:00
4,2025-12-04 17:45:23.299000+00:00
4,2025-12-04 17:45:21.243000+00:00
4,2025-12-04 17:45:19.242000+00:00
4,2025-12-04 17:45:17.256000+00:00
4,2025-12-04 17:45:15.270000+00:00
6,2025-12-04 17:45:13.295000+00:00
6,2025-12-04 17:45:11.236000+00:00
6,2025-12-04 17:45:09.271000+00:00
6,2025-12-04 17:45:07.256000+00:00
6,2025-12-04 17:45:05.301000+00:00
6,2025-12-04 17:45:03.257000+00:00
4,2025-12-04 17:45:01.238000+00:00
5,2025-12-04 17:44:59.395000+00:00
5,2025-12-04 17:44:57.245000+00:00
5,2025-12-04 17:44:55.275000+00:00
5,2025-12-04 17:44:53.238000+00:00
5,2025-12-04 17:44:51.254000+00:00
5,2025-12-04 17:44:49.301000+00:00
4,2025-12-04 17:44:47.241000+00:00
3,2025-12-04 17:44:45.296000+00:00
3,2025-12-04 17:44:43.262000+00:00
3,2025-12-04 17:44:41.287000+00:00
3,2025-12-04 17:44:39.298000+00:00
3,2025-12-04 17:44:37.321000+00:00
3,2025-12-04 17:44:35.320000+00:00
3,2025-12-04 17:44:33.238000+00:00
2,2025-12-04 17:44:31.241000+00:00
2,2025-12-04 17:44:29.270000+00:00
2,2025-12-04 17:44:27.240000+00:00
4,2025-12-04 17:44:25.242000+00:00
4,2025-12-04 17:44:23.250000+00:00
4,2025-12-04 17:44:21.271000+00:00
4,2025-12-04 17:44:19.240000+00:00
4,2025-12-04 17:44:17.266000+00:00
4,2025-12-04 17:44:15.240000+00:00
3,2025-12-04 17:44:13.249000+00:00
3,2025-12-04 17:44:11.244000+00:00
3,2025-12-04 17:44:09.283000+00:00
3,2025-12-04 17:44:07.244000+00:00
3,2025-12-04 17:44:05.255000+00:00
3,2025-12-04 17:44:03.275000+00:00
3,2025-12-04 17:44:01.256000+00:00
3,2025-12-04 17:43:59.286000+00:00
4,2025-12-04 17:43:57.295000+00:00
4,2025-12-04 17:43:55.325000+00:00
4,2025-12-04 17:43:53.276000+00:00
4,2025-12-04 17:43:51.281000+00:00
2,2025-12-04 17:43:49.320000+00:00
2,2025-12-04 17:43:47.350000+00:00
2,2025-12-04 17:43:45.276000+00:00
2,2025-12-04 17:43:43.334000+00:00
2,2025-12-04 17:43:41.326000+00:00
2,2025-12-04 17:43:39.259000+00:00
2,2025-12-04 17:43:37.248000+00:00
2,2025-12-04 17:43:35.251000+00:00
2,2025-12-04 17:43:33.304000+00:00
2,2025-12-04 17:43:31.270000+00:00
3,2025-12-04 17:43:29.275000+00:00
3,2025-12-04 17:43:27.310000+00:00
3,2025-12-04 17:43:25.310000+00:00
3,2025-12-04 17:43:23.381000+00:00
4,2025-12-04 17:43:21.253000+00:00
4,2025-12-04 17:43:19.254000+00:00
4,2025-12-04 17:43:17.260000+00:00
4,2025-12-04 17:43:15.284000+00:00
4,2025-12-04 17:43:13.301000+00:00
4,2025-12-04 17:43:11.242000+00:00
4,2025-12-04 17:43:09.304000+00:00
4,2025-12-04 17:43:07.238000+00:00
4,2025-12-04 17:43:05.281000+00:00
3,2025-12-04 17:43:03.341000+00:00
3,2025-12-04 17:43:01.296000+00:00
3,2025-12-04 17:42:59.398000+00:00
3,2025-12-04 17:42:57.277000+00:00
3,2025-12-04 17:42:55.344000+00:00
3,2025-12-04 17:42:53.241000+00:00
3,2025-12-04 17:42:51.299000+00:00
3,2025-12-04 17:42:49.360000+00:00
3,2025-12-04 17:42:47.295000+00:00
3,2025-12-04 17:42:45.243000+00:00
3,2025-12-04 17:42:43.263000+00:00
3,2025-12-04 17:42:41.309000+00:00
3,2025-12-04 17:42:39.242000+00:00
3,2025-12-04 17:42:37.384000+00:00
2,2025-12-04 17:42:35.548000+00:00
2,2025-12-04 17:42:33.242000+00:00
2,2025-12-04 17:42:31.240000+00:00
2,2025-12-04 17:42:29.288000+00:00
3,2025-12-04 17:42:27.304000+00:00
3,2025-12-04 17:42:25.353000+00:00
3,2025-12-04 17:42:23.297000+00:00
3,2025-12-04 17:42:21.272000+00:00
3,2025-12-04 17:42:19.310000+00:00
4,2025-12-04 17:42:17.240000+00:00
2,2025-12-04 17:42:15.266000+00:00
2,2025-12-04 17:42:13.276000+00:00
2,2025-12-04 17:42:11.242000+00:00
2,2025-12-04 17:42:09.260000+00:00
2,2025-12-04 17:42:07.252000+00:00
3,2025-12-04 17:42:05.272000+00:00
3,2025-12-04 17:42:03.275000+00:00
3,2025-12-04 17:42:01.299000+00:00
3,2025-12-04 17:41:59.265000+00:00
3,2025-12-04 17:41:57.259000+00:00
3,2025-12-04 17:41:55.302000+00:00
3,2025-12-04 17:41:53.291000+00:00
3,2025-12-04 17:41:51.244000+00:00
3,2025-12-04 17:41:49.293000+00:00
3,2025-12-04 17:41:47.298000+00:00
3,2025-12-04 17:41:45.332000+00:00
3,2025-12-04 17:41:43.284000+00:00
3,2025-12-04 17:41:41.309000+00:00
3,2025-12-04 17:41:39.248000+00:00
3,2025-12-04 17:41:37.279000+00:00
3,2025-12-04 17:41:35.305000+00:00
3,2025-12-04 17:41:33.335000+00:00
3,2025-12-04 17:41:31.240000+00:00
3,2025-12-04 17:41:29.250000+00:00
4,2025-12-04 17:41:27.243000+00:00
4,2025-12-04 17:41:25.273000+00:00
4,2025-12-04 17:41:23.261000+00:00
4,2025-12-04 17:41:21.255000+00:00
4,2025-12-04 17:41:19.413000+00:00
4,2025-12-04 17:41:17.266000+00:00
3,2025-12-04 17:41:15.321000+00:00
3,2025-12-04 17:41:13.268000+00:00
3,2025-12-04 17:41:11.312000+00:00
3,2025-12-04 17:41:09.306000+00:00
3,2025-12-04 17:41:07.253000+00:00
3,2025-12-04 17:41:05.240000+00:00
3,2025-12-04 17:41:03.273000+00:00
3,2025-12-04 17:41:01.246000+00:00
3,2025-12-04 17:40:59.335000+00:00
3,2025-12-04 17:40:57.245000+00:00
3,2025-12-04 17:40:55.321000+00:00
3,2025-12-04 17:40:53.273000+00:00
3,2025-12-04 17:40:51.253000+00:00
3,2025-12-04 17:40:49.336000+00:00
3,2025-12-04 17:40:47.272000+00:00
3,2025-12-04 17:40:45.278000+00:00
4,2025-12-04 17:40:43.243000+00:00
4,2025-12-04 17:40:41.324000+00:00
6,2025-12-04 17:40:39.243000+00:00
6,2025-12-04 17:40:37.253000+00:00
6,2025-12-04 17:40:35.244000+00:00
6,2025-12-04 17:40:33.244000+00:00
6,2025-12-04 17:40:31.307000+00:00
6,2025-12-04 17:40:29.244000+00:00
13,2025-12-04 17:40:27.280000+00:00
13,2025-12-04 17:40:25.273000+00:00
11,2025-12-04 17:40:23.267000+00:00
11,2025-12-04 17:40:21.288000+00:00
11,2025-12-04 17:40:19.261000+00:00
5,2025-12-04 17:40:17.272000+00:00
5,2025-12-04 17:40:15.317000+00:00
5,2025-12-04 17:40:13.244000+00:00
4,2025-12-04 17:40:11.312000+00:00
4,2025-12-04 17:40:09.321000+00:00
4,2025-12-04 17:40:07.289000+00:00
4,2025-12-04 17:40:05.244000+00:00
4,2025-12-04 17:40:03.326000+00:00
4,2025-12-04 17:40:01.274000+00:00
4,2025-12-04 17:39:59.257000+00:00
4,2025-12-04 17:39:57.243000+00:00
3,2025-12-04 17:39:55.264000+00:00
3,2025-12-04 17:39:53.245000+00:00
3,2025-12-04 17:39:51.320000+00:00
3,2025-12-04 17:39:49.329000+00:00
3,2025-12-04 17:39:47.287000+00:00
5,2025-12-04 17:39:45.273000+00:00
5,2025-12-04 17:39:43.244000+00:00
5,2025-12-04 17:39:41.316000+00:00
4,2025-12-04 17:39:39.243000+00:00
4,2025-12-04 17:39:37.273000+00:00
4,2025-12-04 17:39:35.247000+00:00
4,2025-12-04 17:39:33.281000+00:00
4,2025-12-04 17:39:31.250000+00:00
5,2025-12-04 17:39:29.289000+00:00
5,2025-12-04 17:39:27.281000+00:00
5,2025-12-04 17:39:25.271000+00:00
5,2025-12-04 17:39:23.244000+00:00
5,2025-12-04 17:39:21.244000+00:00
5,2025-12-04 17:39:19.354000+00:00
5,2025-12-04 17:39:17.244000+00:00
5,2025-12-04 17:39:15.420000+00:00
3,2025-12-04 17:39:13.311000+00:00
3,2025-12-04 17:39:11.244000+00:00
3,2025-12-04 17:39:09.313000+00:00
3,2025-12-04 17:39:07.247000+00:00
3,2025-12-04 17:39:05.268000+00:00
3,2025-12-04 17:39:03.338000+00:00
3,2025-12-04 17:39:01.317000+00:00
2,2025-12-04 17:38:59.244000+00:00
2,2025-12-04 17:38:57.243000+00:00
2,2025-12-04 17:38:55.296000+00:00
2,2025-12-04 17:38:53.300000+00:00
2,2025-12-04 17:38:51.244000+00:00
2,2025-12-04 17:38:49.272000+00:00
2,2025-12-04 17:38:47.338000+00:00
3,2025-12-04 17:38:45.273000+00:00
3,2025-12-04 17:38:43.271000+00:00
3,2025-12-04 17:38:41.296000+00:00
3,2025-12-04 17:38:39.263000+00:00
3,2025-12-04 17:38:37.244000+00:00
3,2025-12-04 17:38:35.247000+00:00
3,2025-12-04 17:38:33.275000+00:00
3,2025-12-04 17:38:31.249000+00:00
3,2025-12-04 17:38:29.275000+00:00
3,2025-12-04 17:38:27.256000+00:00
3,2025-12-04 17:38:25.300000+00:00
3,2025-12-04 17:38:23.245000+00:00
